formatted_address,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,icon,id,name,opening_hours.open_now,photos,place_id,plus_code.compound_code,plus_code.global_code,price_level,rating,reference,types,user_ratings_total,state,zipcode,borough
"3732 Riverdale Ave, The Bronx, NY 10463, United States",40.88747410000001,-73.9068869,40.88879262989273,-73.90568797010727,40.886092970107285,-73.90838762989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,8ca0eccb06e0aac7790f10a7186336c2ffc04752,Grounded Growth Yoga,,,ChIJ60nWcbzzwokRB654LshQ4Ig,"V3PV+X6 The Bronx, New York",87G8V3PV+X6,,0.0,ChIJ60nWcbzzwokRB654LshQ4Ig,"['gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,10463,Bronx
"5500 Broadway, The Bronx, NY 10463, United States",40.87666770000001,-73.9058611,40.878141529892716,-73.90443227010728,40.87544187010728,-73.90713192989273,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,9760e444e4686193cae05790968f2abe8c9ba437,On the 1,True,,ChIJqczPWpHzwokRsLBRNUmB7cY,"V3GV+MM The Bronx, New York",87G8V3GV+MM,,0.0,ChIJqczPWpHzwokRsLBRNUmB7cY,"['gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,10463,Bronx
"3264 Johnson Ave, The Bronx, NY 10463, United States",40.8853467,-73.9098874,40.88671522989273,-73.90863752010728,40.88401557010728,-73.91133717989273,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,1d8f09758d091673b9c5d7ee99d312a0332c3af7,One Yoga for All,True,"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101571463246556565785/photos"">One Yoga For All</a>'], 'photo_reference': 'CmRaAAAApHzzVeG0bhIPzs8oDy7rpnF-Ey9bv3mxBfLg5lcNkbjM3oh5GOcPAqLo-0Et2DEtnBbChiSlJ7aK8KvuTgIwq4-Cn_B69VyNbSsJbbup48ioo5tMb-zf104w-QEU9ia1EhAh1SmboFflJrv4L0sLLqB7GhQV8CPojQEO_e5tjadwbNkPOPZsPA', 'width': 1472}]",ChIJeXTE35TzwokR7eQF02Tsj9s,"V3PR+42 The Bronx, New York",87G8V3PR+42,,5.0,ChIJeXTE35TzwokR7eQF02Tsj9s,"['gym', 'health', 'point_of_interest', 'establishment']",8.0,NY,10463,Bronx
"3265 Johnson Ave, The Bronx, NY 10463, United States",40.8854699,-73.9103933,40.886790279892715,-73.90888607010727,40.88409062010727,-73.9115857298927,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,96a38095996120da4b83eba65bde7f50dfa44c43,Balanced Pilates NYC,True,"[{'height': 2013, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109132842732216053929/photos"">Balanced Pilates NYC</a>'], 'photo_reference': 'CmRaAAAAfIHrDl-Cm9_G-KqU4vKh1RECOaUPI0kON2KbInAMHT_ZLJ5IUp2oj6PxkUmwm4lBFuXuat4MWLDXQ4WL2ymo5KTnCk6bMaqUsKr3nEvUbp8HQXCqce6rMtYY-tr5kZTsEhAy56cw0BNJXQa9V6-JgsREGhTPu17r9m1vyllCY1NMrFrhY99duw', 'width': 3018}]",ChIJ98BFCL_zwokR2W2a6cZRYjA,"V3PQ+5R The Bronx, New York",87G8V3PQ+5R,,4.8,ChIJ98BFCL_zwokR2W2a6cZRYjA,"['gym', 'health', 'point_of_interest', 'establishment']",5.0,NY,10463,Bronx
"3350 Bailey Ave, The Bronx, NY 10463, United States",40.8797249,-73.90020369999998,40.88098322989271,-73.89851217010727,40.878283570107286,-73.9012118298927,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,b77f0470388b4283c45f7f5862348c1190c139dd,"Swami Guru Devanand Yoga Center, Inc.",,,ChIJD2Nn9ZfzwokRKXlkJhSGUIo,V3HX+VW New York,87G8V3HX+VW,,5.0,ChIJD2Nn9ZfzwokRKXlkJhSGUIo,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,10463,Bronx
"3260 Henry Hudson Pkwy #5m, The Bronx, NY 10463, United States",40.885717,-73.91250500000002,40.88714767989271,-73.91129772010727,40.884448020107286,-73.91399737989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,7be702b51f60874f7ea3b63f1dc99ee44e829a92,Nova Namaste Yoga Company,False,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109291920100262245950/photos"">Nova Namaste Yoga Company</a>'], 'photo_reference': 'CmRaAAAACct_RB6Dc3AFpzy6kX5F_5oRkd9Ggds6LYDHZm59eHK6hfYri-7C6ojFrVn_BX2RFasQ_q96JBZwWEh9YMC90wKx7d9qQJc6917qx91mEZF90UEHrjpRXX495c9chJtQEhD_BX6euFJMw7j09eUkvKGIGhS3URuzt7m5whVVQRQlURAbZLJRpg', 'width': 2048}]",ChIJ7c0agMDzwokR38Z8BjyeTQw,"V3PP+7X The Bronx, New York",87G8V3PP+7X,,0.0,ChIJ7c0agMDzwokR38Z8BjyeTQw,"['gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,10463,Bronx
"2449 Morris Ave, The Bronx, NY 10468, United States",40.8621123,-73.8998182,40.86344747989273,-73.89841907010728,40.860747820107285,-73.90111872989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,df0dbc575aba863bcbd3a70ad17eb962f215457a,Lucille Roberts- Fordham,True,"[{'height': 465, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113469955506092047246/photos"">Lucille Roberts Fordham</a>'], 'photo_reference': 'CmRaAAAAvBo1PRfdlagiWdnDLvzfMb9Y9eQABznng3WodoW_VZbxQVIoLchdWUzow_MLc4CMKvCELY7g7zb0P6su3WlJt9t7s1cpBpSd4f-Goi6OCP4y1NhKNeST8Ft-cVoaVA_wEhBPwqgCCkjKwP7c1-UQqT8PGhQxExzutFQHk6Jb-_8oxB70StzZAA', 'width': 750}]",ChIJLXdd94fzwokRSw12ABhQMyw,"V462+R3 The Bronx, New York",87G8V462+R3,,4.4,ChIJLXdd94fzwokRSw12ABhQMyw,"['gym', 'health', 'point_of_interest', 'establishment']",178.0,NY,10468,Bronx
"3170 Webster Ave, The Bronx, NY 10467, United States",40.87263529999999,-73.87484719999998,40.87405212989272,-73.87360472010727,40.87135247010728,-73.8763043798927,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,bb4eda6e7cefbb8a08fec6296701cf9c3906ece6,Crunch Fitness - Norwood,True,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115821191596383593298/photos"">crunchwatch Crunch</a>'], 'photo_reference': 'CmRaAAAAPpRZwSChZvfwcPNw0mYrFPaQ1XshszmhN8OnT9b1-hkfy_kl_oMmas2wNulxkQvHsrqditVdifGgZgawyEb-EnPZIg0PTFcYn5qh7SKwtLQg4nJM5VW-yrFT9FrrrbKJEhC4uI1kLxBPIhpNlMEHpfIoGhQieUpX2aWgGfCeTREpqz5sNpFW8g', 'width': 1280}]",ChIJsSeieW7zwokRdNfn2x34nOM,"V4FG+33 The Bronx, New York",87G8V4FG+33,,4.2,ChIJsSeieW7zwokRdNfn2x34nOM,"['gym', 'health', 'point_of_interest', 'establishment']",325.0,NY,10467,Bronx
"4450 Fieldston Rd, The Bronx, NY 10471, United States",40.89043529999999,-73.90531539999998,40.891784579892715,-73.90407017010727,40.88908492010729,-73.90676982989272,https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,d1e3020b2ea721c2f419da2b94f1617aed3eb5a1,Yoga for Bliss,,,ChIJiyu3PrrzwokRlx8cS-wdJtk,V3RV+5V New York,87G8V3RV+5V,,5.0,ChIJiyu3PrrzwokRlx8cS-wdJtk,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,10471,Bronx
"309 E Fordham Rd, The Bronx, NY 10458, United States",40.86266,-73.894373,40.863861179892716,-73.89293377010728,40.86116152010728,-73.89563342989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,84b5c1361c5edbad66848e5c380c1fbb1313b7c8,Planet Fitness,True,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117477112141649246668/photos"">Bryan Espinal</a>'], 'photo_reference': 'CmRaAAAACUNl2R5mvzAKBewzG35__g8BTtwHhieKSMhx-8uf9OzvYszjpCBcZ3vjTBCuuvn7P4SLE--Nhera_9_uZcyTT44qldY8PTS3AH0FZlx9h6oCKikTkWqbVctuiD-fbMBhEhArpTElyqvSWa55P8R2sED6GhTM9uVZDRacOQNfp8cpc31pdsQE2A', 'width': 5312}]",ChIJkwY-DHn0wokRybj_zH9UuLM,"V474+37 The Bronx, New York",87G8V474+37,,3.9,ChIJkwY-DHn0wokRybj_zH9UuLM,"['gym', 'spa', 'health', 'point_of_interest', 'establishment']",512.0,NY,10458,Bronx
"501 W 207th St 2nd Floor, New York, NY 10034, United States",40.8647185,-73.9190275,40.866000179892715,-73.91774612010728,40.86330052010728,-73.92044577989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,1231621af321bbe49018e8013672a571a0f76c44,Hanuman Health Club,,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101307029773999065957/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAI3IQVcF-sCmRZaVqcFLRyGmUD-38-CsieBXv-mtTgSnvM5DYPgCzU46y5zJlyJgDmyQuvdMGtcaXa7P76UgXHWattu_nbWgQM3zqNjmr6Hda1VOmTJUFolgpP3x3vrJyEhCarFiaJTokL5VyMUHhDa8EGhRQNvxdORX_O4nEXGj69L48u2KGYg', 'width': 1136}]",ChIJASbu-gn0wokRSfzlvY-rzyQ,V37J+V9 New York,87G8V37J+V9,,4.9,ChIJASbu-gn0wokRSfzlvY-rzyQ,"['gym', 'health', 'point_of_interest', 'establishment']",16.0,NY,10034,Manhattan
"177 Dyckman St, New York, NY 10040, United States",40.864574,-73.926149,40.86584847989272,-73.92500577010728,40.863148820107284,-73.9277054298927,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,1c7bf085a08d123d3396a4f6e470346f9dbfc349,Planet Fitness,True,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100694264029920965657/photos"">Roberto Reyes</a>'], 'photo_reference': 'CmRaAAAAQOeJpgpZ2sHwqSelxg8KrlKQpb9wt6lYbGYXGLXHJtdKG8__bjpQb8cRpdHFFrmo5SLLqMtXq63Rj5298kKOFw-b-Ij4AIg-VKSIzQgO50jmtNLad0nrzbT5U5vbReMmEhD5qlQwkFz291AOSyQiG32AGhQ6VDWqiQS5gaM-athp2AhMk9RXpQ', 'width': 4032}]",ChIJIdkcmAf0wokRxg0vPod0FTc,V37F+RG New York,87G8V37F+RG,,3.8,ChIJIdkcmAf0wokRxg0vPod0FTc,"['gym', 'spa', 'health', 'point_of_interest', 'establishment']",281.0,NY,10040,Manhattan
"250 Bedford Park Blvd W, The Bronx, NY 10468, United States",40.8746062,-73.8929885,40.876152379892716,-73.89154227010728,40.87345272010728,-73.89424192989273,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,d1f917515b160040979872a56112e7266fe4519b,"The Apex Center, Lehman College",True,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112072691387940680564/photos"">Roman Bediner</a>'], 'photo_reference': 'CmRaAAAA-wgC7ghjmVHBm9yb4ALpUhqs8FOX9rwP4-QxgNEk7k6yDV2GN8Oqmt0AOtX0nxoYe36AbwBe-_C-YTexTaD_iF1iic3AuzsQDqVa7qsSY45kfMLxJBPj4zUQQK0DdFTgEhDGuO4FNcg_lhnLPMBA7y3BGhTnb5t94CRye0Q5PodeyHexlWUhFg', 'width': 4032}]",ChIJ4QJ-O5zzwokRnW0gPh54L_U,"V4F4+RR The Bronx, New York",87G8V4F4+RR,,4.5,ChIJ4QJ-O5zzwokRnW0gPh54L_U,"['gym', 'health', 'point_of_interest', 'establishment']",90.0,NY,10468,Bronx
"The Bronx, NY 10468, United States",40.8721029,-73.89455389999998,40.87333327989272,-73.89330322010727,40.870633620107284,-73.89600287989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7e143b748bb09ef1a05c413b26cf352d07c2b8c4,Old Gym Building,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104951358331311671428/photos"">Jan Komrska</a>'], 'photo_reference': 'CmRaAAAAcDQJa9u5fMdkiGCFlRKdKdoYWbaSULbPFqlhaR3cGBw-v_8Bz-ZE1cWnPv8nDrGoG0I64SUuXCkaZaTaEZM12RsfaDWg4uySFaC8_SczNxS9YbstZWl_cMdM7RDdJZiyEhAxqvzNu2X20Ug9wbav__CmGhQUOOJC26xeXFCDUlAkTuGHmF9Zug', 'width': 4032}]",ChIJb1A3n5zzwokRxqLZ6r8TOwc,V4C4+R5 New York,87G8V4C4+R5,,0.0,ChIJb1A3n5zzwokRxqLZ6r8TOwc,"['gym', 'health', 'point_of_interest', 'establishment']",0.0,NY,10468,Bronx
"Old Putnam Trail, The Bronx, NY 10471, United States",40.8872449,-73.89565479999997,40.888635629892725,-73.8942321201073,40.88593597010728,-73.89693177989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,272fa1c0644d84324ebe7963f4f8af5b670109d7,Van Cortlandt Bike/run Trail,,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100824048623022367251/photos"">donaldo colindres</a>'], 'photo_reference': 'CmRaAAAAAnIRh_kmKecoxNLpzWK-NKgEMApNXoo3d4mCdd1hvOwFfgsKRMnh5793RzY4YFAezarM9IOvBPFZ8FSZ-SOJ1Lh5tEiDcDiYnfNDb1qwwnPTmSnkZqmTsjB7LUfHBzVeEhAsiVTHY8-SfTjpAGc6JMYeGhTxDks72Ay2PZi3imXX5ZB8QGyI7A', 'width': 4032}]",ChIJBYSiPKTzwokRCpxKBBXh7tk,V4P3+VP New York,87G8V4P3+VP,,5.0,ChIJBYSiPKTzwokRCpxKBBXh7tk,"['gym', 'health', 'point_of_interest', 'establishment']",1.0,NY,10471,Bronx
"1387 St Nicholas Ave, New York, NY 10033, United States",40.84848710000001,-73.93463620000001,40.84979287989272,-73.93318062010728,40.84709322010728,-73.9358802798927,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,85fef20a7704c24cd13a5c4e28a0239933634e9f,Lucille Roberts- St. Nicholas,True,"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115298490185677847068/photos"">Lucille Roberts</a>'], 'photo_reference': 'CmRaAAAAu7E2pE_H3SjToc5qTENvAfD9I86nIB7Z_jxXq3_WRaEowh1mlOkVtsIfVS0ug-66Bge2ONfqgjFHI1CG3pd0BiSHziFY2g74BdEh_wIXaoKY5xbgSSp9dja6c1-qT3-MEhCFNltB0TEnZoSWpsQ81v8sGhTw9ZvwXnMadRkmHCueMmma4EHRVg', 'width': 1000}]",ChIJv3E5wR_0wokRBX1VZRgAIys,R3X8+94 New York,87G8R3X8+94,,4.3,ChIJv3E5wR_0wokRBX1VZRgAIys,"['gym', 'health', 'point_of_interest', 'establishment']",167.0,NY,10033,Manhattan
"5625 Arlington Ave, The Bronx, NY 10471, United States",40.9051673,-73.908058,40.906496379892715,-73.90662427010727,40.90379672010728,-73.90932392989272,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,d8079583df72ecd0ed2dbae08067a630a8678319,Riverdale Y Fitness Center,True,"[{'height': 1335, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103008680600455189246/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAs_0-3Rbn9g2KHl530T_2eN7wIcRMEGWXWikKzKI6V20O9qnfRaAsaBmjLpfSPM4DiHQTyf6dF0Ari4JDHNxFSPNI5xVZPemAj82zla5GhZe0xZ8PFqyE01ISbCZnERskEhCtKaap7ZLWr5Qh1cRK4jy-GhQdTbKua9T1Z4m0--bBvtN5DdhYxg', 'width': 2000}]",ChIJDWKdmEvywokRkcRKou7s_6o,W34R+3Q New York,87G8W34R+3Q,,3.8,ChIJDWKdmEvywokRkcRKou7s_6o,"['gym', 'health', 'point_of_interest', 'establishment']",11.0,NY,10471,Bronx
